"","internal_id","pieces"
"29",2707," may all of her messengers be armed  with righteousness in the power of god in great glory"
"30",2707," may all of the nations of the earth  fear and tremble because of her law"
"31",2707," may the wicked find her sons terrible when they go to  battle against her and not have power to stand before them"
"32",2707," may her dwelling places   be distinguished by a pillar of fire by night and cloud by day, &amp; in fine may she arise   &amp; shine forth and spread herself abroad with all that perfection of beauty power   &amp; glory which has ever been spoken concerning her even to the full expectation of god angels &amp; man   wilford woodruff    "
"33",1580,"september 21, 1855 ~ friday to september 22, 1855 ~ saturday      sept 21, 22 i spent the time labouring"
"34",1580," on the 22nd i attended  the universal scientific society in the evening      september 23, 1855 ~ sunday      23rd sunday i attended was quite unwell and not able to   attend meeting"
"35",1580," elder  preached a vary interesting   discourse upon the history of the rise and progress of mahomit-  anism &amp; was followed by  both published in   the deseret news of oct 10th 1855      september 24, 1855 ~ monday to september 26, 1855 ~ wednesday      24 25 &amp; 26 i spent the time labouring with my hands      september 27, 1855 ~ thursday      27th the horturculteral society again met at the   social hall speaches were made about three bushels of   choise peaches were distributed to the assembly about 20   new signers obtained to the siogsiety      september 28, 1855 ~ friday to september 29, 1855 ~ saturday      28, 29 i spent the time labouring      september 30, 1855 ~ sunday      30th sunday i attended meeting at the bowary &amp; prayer  meeting in the evening      october 1, 1855 ~ monday to october 5, 1855 ~ friday      oct 1st 2, 3, 4, &amp; 5 i spent the week gathering potatoes &amp;   other crops      october 6, 1855 ~ saturday to october 8, 1855 ~ monday      ^[figure]^ oct 6th 1855 saturday a general conference of the   church of jesus christ of latter day saints met at  the bowery at 10 oclok this morning which held three   days ended monday night oct 8th"
"36",1580," there were present  during this conference all the first presidency and      &amp;  of the quorum of the twelve apostles   &amp; the other authorities of the church &amp; about ten-  thousand of the saints all the procedings of this conference   is published in the deseret news of october 10th 1855   so i deem it unnecessary to publish it in this journal      at this conference e"
"37",1580," benson and erastus ^lorenzo^ snow were   appointed missions to  &amp; p"
"38",1580," pratt   and w woodruff of the twelve were appointed home missions   with many others in "
"39",1580,"      october 9, 1855 ~ monday to october 13, 1855 ~ saturday      9th, 10, 11, and, 12, 13 this week was spent getting up   corn &amp; potatoes"
"40",1580," i attended the universal scientifi[c]   society meeting on saturday evening and herd a lecture   delivered by  on the art of plenty followed by   president "
"41",1580,"      october 14, 1855 ~ sunday      14th sunday i attended meeting at the bowary and herd   addresses from   i attended prayer meeting at a circle &amp; herd president    prophesy that the lamanites would not conqur   [figures] ther enemies nor get much advantage over   them in ther battles but they would continue to be destroyed   &amp; distressed untill they sought unto the lord &amp; his servants for   assistance &amp; embraced the gospel &amp; became a righteous people  then they will begin to prosper &amp; not before    "
"42",439,"   and a   synopsis of vol"
"43",5384,"sept 23d 1864  we then drove to  and spent the night many horses were  sick apparently by over driving &amp; over feeding distance 50 m      september 24, 1864 ~ saturday      24"
"44",5384," we drove to   then to  and spent the night 37 m      september 25, 1864 ~ sunday      25 sunday we travelled to the severe bridge whare we met  with 60 mounted men, a band of music 11 waggon 80 men  in all as an escort from "
"45",5384," we then travelled to   we held a meeting 35 mils  president  spoke      september 26, 1864 ~ monday      26"
"46",5384," we drove to o ^18 m^ and took breakfastst with john lowery  we then drove 6 mils to  &amp; held a meeting at   4 oclok w"
"47",5384," we  held another meeting at 7 oclok  spoke followed by    held a  meeting at manti at 2 oclok 24 m      september 27, 1864 ~ tuesday      27"
"48",5384," we drove to  and held a meeting at 10 oclok  i called upon  to speak he was quite sick &amp;  did not feel able i felt moved upon by the   to  &amp;  he was healed &amp; got up &amp; spoke in the spirit &amp; [[power of god|power of  god]] &amp; was followed by g a smith &amp; w"
"49",5384," x   and   we drove to  whare a meeting was held at  2 oclok president  spoke to the people followed by brother  harrocks,  at the close of the meeting we  drove to north bend &amp; spent the night      september 28, 1864 ~ wednesday      28"
"50",5384," we drove through thistle valley down the   canyon to  whare the company stoped"
"51",5384," the company at north bend numbered 50 mils  417 men 27 ladies, 85 vehicles the escort numbering 386 persons      september 29, 1864 ~ thursday      29 we drove to  we then  drove to  and spent the night distance 50 m  we were all glad to one more get home after being absent  from home for a month distance to  &amp; back      september 30, 1864 ~ friday      30 i spent the day at home choreing      october 1, 1864 ~ saturday      oct 1"
"52",5384," i spent the day in the  we gave    "
"53",481," {preacher}     16th     {brother}   ^20^     20th     {superintendent} elder          21st    ^sunday 22 confirmed 6th^                        "
"54",11456,"june 15 1892  in addition to my work in the  to day i rode   to the stone dam called  10 miles over a   vary rough road i found the dam a vary substancial   peace of work i do not see how any flood can destroy   it costs $1400 i was quite weary at night but i went   into brother  house in the evening and took supper &amp;   administered to a sick child i staid untill 11 oclok  &amp; went to bed quite weary 20 miles      june 16, 1892 ~ thursday      16 we started for home &amp; rode 18 mils to   &amp; took dinner then rode to  and stoped for   the night with sister gregerson on my arival at   bellview i was suddenly attacked with somthing like   the old fashioned cholera i was taken purging and  vomiting which lasting all night and it seemed as   ^[figures]^ though i would die 35 mile      june 17, 1892 ~ friday      17"
"55",11456," i was so far gone this morning i had no controll   over myself"
"56",11456," i lost my memory and some thought i   would die i was vary sick i was administered to by   &amp; others though did not remember any thing  about it, was quite sick through the day &amp; night      june 18, 1892 ~ saturday      18 i was vary weak this morning but began to feel some   better and concluded to try to start home my situation   was vary critical yet i got into the carriage &amp; started   on my journal this whole affair was vary trying   on  my wife i began to recover as soon as i  started &amp; i rode all the way to  without stoping  i stoped with brother barres for the night brothe   went on to  to attend conference 30 m    "
"57",1077,"wo is me if i preach not the gospel      may 31, 1836 ~ tuesday      spent this 31st day of may at br   and found it to be the most interesting, important  and instructive day of my life"
"58",1077," for on this glorious  day i was ordained unto the   and also as one of the second   unto  under the hands of my  beloved brethren viz elders  and   my ordination was requested by  the presidency of the church at  ohio  their was glorious things pronounced upon my head  in my ordination by the spirit of  &amp; reve   some i will mention which are as follows  that although my enemies would strive to take  my life &amp; confine me in dungeons &amp; prisons yet  god should give me power over my enemies &amp;  deliver me out of their hands &amp; from their  vaults, prisons, &amp; caves in the name of jesus   christ"
"59",1077," and that men would bow at my feet  &amp; worship me if i did not say to them do it not  &amp; that kings would bow before me &amp;  princes give me their hand &amp; that i should  baptize them into the  &amp; that  i should be blessed on the earth when my  head blossomed with age &amp; if i desired it i should  remain on the earth untill the  of the  savior &amp; that god would give me the desire of  my heart &amp; that god had had his eye upon me  all my life long to prepare me for this work  yea {even when my spirit was playing around the  in eternity} that i shou  ld travel to the nations of the  &amp; the islands  "
"60",1077," when  these and other blessings were pronounced  upon my head i was filled with the power  and "
"61",1077," even so let it be amen  o god the  i ask  the in the name of jesus christ  to prepare me for thy use and  give me the spirit of my     "
"62",11011,"december 30, 1884 ~ tuesday      dec 30, 1884  i came up from the field  came with me and paid   $50 for his son  on orssborn's note, &amp; $47 for to pay    note i wrote 21 letter  [figure] to henry woodruff &amp;       december 31, 1884 ~ wednesday      31 i took cars rode to  &amp; spent the night 105 m  i looked over my journal and a synposis of my   labors will be found on the following page      thus ends the year of 1884 and the year 1885 opens  upon us with the combined effort of the republican party   united with the governor, judges, marshals, and all government   officers to persecute &amp; prosicute the saints and drive them  to the wall as fast as they can before the dimocratts come  into power so as to force the dimocratts to follow in the   same channel there never has been a more united &amp;   determined effort made for our destruction since the  organization of the church than now but we still say   the lord reigns &amp; will reign untill he puts evry enemy   under his feet there is none of the presidency or twelve   or any leading men who are in poligamy i think that   1885 will prove a vary eventful year with both zion   &amp; babylon &amp; zion is in trouble to day babylon will be to   morrow"
"63",11011," the judgments of god await this nation and  the wrath of god will rest upon our enemies i am a   wanderer from home with anoth[er] apostle    because of my religion but it is not the first time that  i have been wandering in the wilderness for the gospels  sake may the lord deliver his saints and protect his   anointed is the earnest pray[er] of wilford woodruff    "
"64",5502,"june 19, 1862 ~ thursday      june 19, 1862   was in the chair at 9 oclok at 15 minutes   past the court opened mr  called upon the clerk to  read the affidavits which was read and accused the three pris-  ioners of murder viz "
"65",5502," they  were asked if they were ready for trial they said yes"
"66",5502," [[robert taylor burton|robert  burton]] was sworn and bore the sane testimony that he did yesterday  richard cook asked burton if he did not recollect of his coming  to him on the square &amp; ask to be shot"
"67",5502," burton said i did not  recognize you though some did ask to be shot but we did not  see fit to shoot any one after the surrender"
"68",5502," mr ross also  gave his testimony"
"69",5502," clemgard said, i went to ross and  asked to be slain and save the people ross said that was  true"
"70",5502," jones one that was imprisioned testified that clemgard   was the commanding general of their forces during all their  trainings"
"71",5502," dr  gave his testimony cunningham   and golden gave their testimony"
"72",5502," burton and ross both  testified that clemguard said he was the commander  in chief of all the forces"
"73",5502," jones testified that [[christian nelson|christian  nelson]] was capt of 12 men in the fight which he  acknowledged he was then taken into custidy as a murderer   made some remarks then committed  clemguard and nelson to safe keeping in prision untill   the sitting of the next term of court"
"74",5502,"   was sentenced to 30 days imprisionment and a fine of $50   for contempt of court also cook &amp; parsons were   bound over to appear at the next term of court under  bonds of $1500 each"
"75",5502," the court then adjourned sine die      june 20, 1862 ~ friday      20 i spent most of the day in preparing waggon teams  and harness for the men to go the canyon      june 21, 1862 ~ saturday      21 i spent the fore noon in the "
"76",5502," we gave   to 29 persons"
"77",5502,"      june 22, 1862 ~ sunday      22d sunday i met with my quorum in the morning i prayed  and  was mouth"
"78",5502," i attended meeting through the day   preached in the morning  and  in the afternoon"
"79",5502," i attended the    but myself was gone {i had a poor night"
"80",2727,"may 29, 1849 ~ tuesday      29th [figures]  died of cholera   i recieved one letter from  one from elder   and the frontier guardian i wrote 5 letters  to  w w wade and   i recieved the painful intelligence   by br gibsons letter that elder wm i appleby  died of the cholera on board of the steemer while on his  way from  to the bluffs with many of the company  with ^him^ the cholera is laying waste the inhabitants of the   earth in the western states esspecially on the rivers &amp; our  brethren are in the midst of it &amp; several of them are falling   by it"
"81",2727," elder appleby has been a faithful labourer in the  vineyard and has left a strong testimony to the world i  little thought the last time i saw him that he would  leave us so soon how many of the saints are falling or   have died by the cholera i know not but i have   felt much depressed in spirit for a week past and  have felt the forebodings of trying news, my pra-  yer to god is that he will spare his saints from the  pestilence which is now walking in darkness &amp; wasteth  at noon day i expect this season will be a trying time  to the inhabitants of the earth and time must deter  *mine whose life will be preserved, ^*june 13 i recieved   word saying that elder appleby is not dead but is well &amp; gone to the bluffs^      may 30, 1849 ~ wednesday      30th a rainy day br  called upon me in  the morning i recieved a letter from elder   [figures]  on tything &amp; papers and wrote one   letter to him in return &amp; sent him one pamph-  let      may 31, 1849 ~ thursday      31st [figures] i recieved another letter to day saying from elder   saying they had recieved  further word concerning the death of elder  and his  company he says br  mo  to his  in phil"
"82",2727," saying the following persons had died  of the cholera w"
"83",2727," appleby,  and 2 children,   , hall, &amp;  sister  and a number of the venners &amp; more not   named ^june 13 elder appleby is alive the rest named are dead^      also the boston daily times has the following concerning the  companies going to the gold digings"
"84",2727," ""letters from [[independence, jackson county, missouri|independa-  nce]] mo say that the cholera is sweeping evry thing before [it]  among those who have died there is lieut schenck of   the navy"
"85",2727," gloom reigns on evry side, business is at a complete  stand, all the calafornians have putty much left in a fright  the cholera rages so extensively among some of the emigrating   parties that they do not even stop to bury their dead"
"86",2727," corpses  are found wraped in their winding sheets lying along the  road in heeps of five and six together"
"87",2727," the scene on evry  side is painful and horrible in the extreme"
"88",2727,"      i held a meeting at my house an infidel of the worst class  opposed after i got through preaching his conversation was  nonsenes folly and blaguardism against god, jesus christ, and   all their revelations given for the benefit of man      june 1, 1849 ~ friday      june 1st [figures] i recieved a letter from br    and i wrote one to wm sweat"
"89",2727," i wrote br  a letter  and sent him 125  pamphlets    "
"90",11851,"january 20, 1896 ~ monday      jan 20, 1896  i went to the office found trouble in our political  affairs"
"91",11851," col  is trying to break up the doings of   the corcus [caucus] and he wants to get elected      [figure] i sent a letter to  &amp; wrote a note   myself      january 21, 1896 ~ tuesday      21 i spent the day in the office i met with the power   ^[figures]^ company i received a letter from  &amp; wrote  him one in return"
"92",11851," we organized a sindicate      january 22, 1896 ~ wednesday      22 i met with the sendicate and made arangements to run the   sterling mines      january 23, 1896 ~ thursday      23 i went to the  and met with the apostles and the   subject of  was discussed   went east with two of his daughter   who were going to qualify themselves to teach kindergargten      january 24, 1896 ~ friday      24"
"93",11851,"  to attend a meeting i spent  in the office"
"94",11851," i met with bishop  concerning   the college lands in "
"95",11851," the land was sold to the  brethren in booming days and sold to high &amp; now they   cannot pay for them i received a letter from    ^[figures]^ &amp;  born jan 20 /96      january 25, 1896 ~ saturday      25 i met with the power company at the office to attend   to the business of the company we had to reorganize  under the laws of the state      january 26, 1896 ~ sunday      26 sunday i spent the day at home reading      january 27, 1896 ~ monday      27"
"96",11851," mr mor  called upon us and gave a history   of his life mr crittonton will lecture in the assembly hall   upon making homes for fallen women i wrote  a letter  [figure] upon the subject of my dealing with him upon money matters    "
"97",4343,"jan 17th 1858  i attended the prayer circle"
"98",4343," president  spoke upon   order"
"99",4343," he formed a true circle he made each man toe   the mark and keep good order or stay at home you   must be of one heart and one mind for jesus said when   two or three are gathered together in my name and are   agreed as touching any one thing and asked the father in   my name it shall be given unto you now jesus did not   tel a lie and when any prayer is offered up and not answered   it is because you are not agreed in it and their prayers are   not offered in faith and union"
"100",4343," now this is true and i want  good order and must have it"
"101",4343," i would rather trust my faith   alone than with company who are not agreed with me      i want the twelve to go to the meeting to morrow night to make  speeches upon the subject of home manufacturing i want the   bishops to organize the wards in such a manner that we can   find the mechanics if there is any man that can take care of   sheep i want him to do it and so with every other branch of   business"
"102",4343," brother  said that there should not be another merchant   come into our midst and set up anoth[er] store i sa[i]d amen and   i mean to hold on to the amen, and have faith in it"
"103",4343," the   subject of the bank came up and much was said upon the   subject"
"104",4343," president young said of gen  had with his   influence esstablished a united states bank and branches   and not permitted any other banks in the country it would   have been a good thing for the country      january 18, 1858 ~ monday      18th i spent the day in the legislator was quite unwell i   spent the evening at the house of       january 19, 1858 ~ tuesday      19th i met in the legislator in the morning adjourned till   to morrow 10 oclk i spent a part of the day in the    i called upon president  at 11 oclok to get a list of   the birth of his children at 10 minutes to 3 oclok    [figure]  and many other of the brethren   arived at the presidents office"
"105",4343," i shook them by the hand   and was glad to see them"
"106",4343," i asked brother benson how it was in   the states and he said as bad as it could be"
"107",4343," brother benson   said that persecution had commenced through  they   gather by thousands with sticks and stones and they break in the   doors and winders knock down the brethren and take the clothing off   the sisters &amp;c       we had a mass meeting in the evening or a bishops meeting with  the people the  occupid a short   time in reading the last minutes, and attending to some business   then president young made a speech upon the business of the meeting   presented the propriety of haveing a paper currency"
"108",4343," he also   told the bishops to see to all the people in his ward had a supply of  provision and preparation made to cash it in the mountains   also the organization of an army of 1000 men the names of the   officers were read and all items of business presented was recieved   by the people with a shout of a loud amen"
"109",4343," several songs were   sung then an address by e"
"110",4343," pratt both   spoke in the spirit of god"
"111",4343," we had a good meeting    "
"112",10725,"july 30, 1882 ~ sunday      july 30, 1882   [figure]  i attended the funeral of allexander c piper at the 12 ward   meeting house at 10 oclok"
"113",10725," there was a large assembly  present among whom were the high council and nearly all  the bishops of the city including bishop &amp; his council br  piper was the bishop of the ward a member of the high   council and an officiating alderman at the   he died with a cancer in the face and suffered much   spoke 15 minuts  bishop  6, [[ferrymore little|ferrimorze   little]] 10,  7, &amp; w woodruff 27 m"
"114",10725," a large   procession followed the remains to the grave  i attended the meeting in the  in the afternoon  we had a large company of strangers at meeting   among the number about 30 editors of various publications    57 minuts i spent the evening at home      july 31, 1882 ~ monday      july 31"
"115",10725," [figure] i wrote 5 letters to day to presidents         august 1, 1882 ~ tuesday      aug 1, 1882 i met in the forenoon with the lawyiers   in council upon the subject of incorporation andc"
"116",10725," i  was with president  in the afternoon he had   been sick"
"117",10725," i spent the night at the field we had a hard  wind and rain in the afternoon      august 2, 1882 ~ wednesday      2 i met in council this afternoon president   was not able to attend we visited him in his room  he sanctioned tohe obtaining of a bill of article for   including a waggon      august 3, 1882 ~ thursday      3 [figure] i wrote 3 letter to     "
"118",12000,"1    sunday may 9th 1897 0 prest woodruff  ordained franklin marion barrell aged  13 yrs"
"119",12000,"  he is the son of chas"
"120",12000,"  may 29th 1897 he notes in his jour-  nal that bro"
"121",12000," grant was taken  to the hospital for a operation for  appendicitis, and that he prayed earnestly  for his recovery"
"122",12000," woodruff kindly  ordered a carriage to carry bro"
"123",12000,"  grant to his home, that showing  his kindly interest in his affected  brother and co-laborer"
"124",12000,"    june -1897-anniversary of bp"
"125",12000," hunter's  birthday old folks day at saltair, con-  cert in the tabernacle in the even-  ing, for which prest"
"126",12000," woodruff wrote  a speech which was read by bro"
"127",12000," spoke  a few words at the close"
"128",12000,"    june 30th 1897 - prest woodruff sealed  to his son abraham owen miss helen  winters"
"129",12000,"  sister to mrs augusta grant  in the evening bro"
"130",12000," grant gave them  a reception at his home but prest"
"131",6254,"march 1, 1875  i met with the officers of zions saving bank and in  the evening i attended a party of the seventies at the [[14th ward school house, salt lake city, salt lake county, utah territory|14 ward   school house]]      march 2, 1875 ~ tuesday      2 i spent the day making posts      march 3, 1875 ~ wednesday      3rd i spent a part of the day in the  we baptized  250 persons for the dead  sealed 40 couple &amp; w woodruff 59 c[ouple]      march 4, 1875 ~ thursday to march 5, 1875 ~ friday      4 &amp; 5 i spent the time making posts &amp; setting fence      march 6, 1875 ~ saturday      6"
"132",6254," i spent the day making fence and getting out manure      march 7, 1875 ~ sunday      7"
"133",6254," sunday i met with my quorum in the circle i received  [figures] 3 letters and wrote 4 to , richmond &amp;  bishop       march 8, 1875 ~ monday      8"
"134",6254," [figure] it is  today she is 68 years   of age i spent most of the day in the  we gave endowments  to 38"
"135",6254,"      march 9, 1875 ~ tuesday      9th i spent the day laying floors in valley house      march 10, 1875 ~ wednesday      10"
"136",6254," i spent a part of the day in the  we baptizing  about 400"
"137",6254,"  sealed 59, w woodruff 25 couple      march 11, 1875 ~ thursday      march 11, 1875 [figures] president    was this day sentenced to pay a fine and be imprisioned in  the  for 24 hours for contempt of court by  judge  $3000 in   time as ordered by judge mckean"
"138",6254," president young was  in court at the time the order was made he was in the hands   of the marshall smith who took him home to presidents youngs  residence and he got dinner, at about 3 oclok he started in his own  carriage in company with marshall a"
"139",6254," k smith and   for the penitentiary  in one carriag  &amp; , driver &amp; w woodruff in another    "
"140",88," born march 1st 1807      "
"141",88," born march 8th 1807      april 13, 1837 ~ thursday      april"
"142",88," marriage being an institution  of heaven and honourable in all"
"143",88," i accordingly  accepted the honour upon this memorial day,  by joining hands with miss   in the bonds of  and took upon ourse-  lves the "
"144",88," elder [[jonathan harriman holmes|johnathan  holmes]] also took the same responsibility  upon himself at the same time by giving his hand  to miss  in the marriage coven  ant"
"145",88," we were married at the house of  president  the ceremony  was solemnized by president [[frederick granger williams|frederick g"
"146",88," smith sen the patriarch  then blessed us in the name of the lord and  pronounced great blessings upon us and our  posterity"
"147",88," smith jr was expecting  to solemnize the ceremony, but his life was  so beset and sought for by wicked and ungodly  men for the testimony of jesus, that he was  under the necessity of fleeing from his house  &amp; home for a few days"
"148",88," o when will the  prophets of ^god^ rest upon the earth"
"149",88,"      we were married at 2 oclock pm  and at 4 pm"
"150",88," the whole company consisting  of about 16 couple walked from president  j"
"151",88," to president  whare we  were gratifyed with the privilege of seeing elder   also  joined in matrimony by president f g williams  the company dispersed at the sitting of the  sun i spent the night at president joseph  smiths may the lord bless us all with salvation    "
"152",6118,"february 17, 1873 ~ monday      feb 17, 1873   [figures] i received 2 letters and wrote 23 to  &amp; perkins  it was a hard snow storm i met with the school in the evening      february 18, 1873 ~ tuesday      18"
"153",6118," congressmen continue to  bring in bills for the persecution of the  for  there religion president  of old determ[ine]d  to destroy the saints of god but he will betfoiled in his purpose  for the lord will defend zion i received 2 letter and  [figures] wrote 1 to       february 19, 1873 ~ wednesday      19 i went to the field &amp; spent the night all the attention of 6m  congress seems to be turned to   seems determined to persecute the saints to the extent of his power      february 20, 1873 ~ thursday      20 i spent the day in the  cutting brush      february 21, 1873 ~ friday      21 feb 1873 [figure] to day the bills for the suppressinon of the  mormons in , &amp; to lay plans for their destruction for  their religion will come before congress may the lord   direct this thing to his own honor &amp; glory &amp; the esstablishmt  of his kingdom &amp; the downfall of the wicked      [figure] i wrote "
"154",6118," telegrams this evening say congress did  not act upon the utah bill to day      february 22, 1873 ~ saturday      22 a telegram says it is now proposed to send a commissi[on]  to  to investigate the charges made against the people thi[s]  is what we want we are not afraid of the truth i spent the day  drawing stones      february 23, 1873 ~ sunday      23rd feb 1873 to day we were called upon to attend the  [figures] [sideways text]  [end of sideways text] funeral of wm pitt who received the gospel  under miy teaching in  england  in 1840"
"155",6118," he fell from an engine while painting  it and died on friday the 21, feb it was held in the 14 ward school house    "
"156",11515,"march 30, 1887  [figures] i was sealed at the altar in  to day for 36 couple   of dead friends sister  officiated with   me at the altar as the female side"
"157",11515," {there was some difficulty between thompson and "
"158",11515,"}   [figure] i received 1 letter from       march 31, 1887 ~ thursday      31 [figure] i wrote ^3^ president  and sent him 2 letters of [rail]  and   [figure] i was sealed to day at the altar in the temple for   37 couple of dead friends total in the two days 73 couple  i find i have still after this date 265 more dead friends   to get endowments for to finish up my record for 3200   souls for my  house for the woodruff hart   &amp; thompson families"
"159",11515," it has been among the most pleasing  and important labor of my life to accomplish this work  i went to brother  and spent the night in my usual  usual chamber      april 1, 1887 ~ friday      april 1, [figures] i received 6 letters from     i wrote 9 letters   to jaques, emma, clara, , phebe snow  and thomas e ricks &amp; sorrenson      april 2, 1887 ~ saturday      2 [figure] i received 1 letter from    and went to pond caught 2 chub i caught the first of the season  we shot at a good many ducks &amp; ownly got one i was weary at night 8      april 3, 1887 ~ sunday      3 sunday i spent the day in the house reading      april 4, 1887 ~ monday      4 [figures] i received 1 letter from  i wrote 2 letters to jaques   &amp;  i caught 1 duck &amp; 4 chub to day      april 5, 1887 ~ tuesday      5 [figure] i received 1 note from  to day i went to fishing i caught 15 chub      april 6, 1887 ~ wednesday      6 [figures] semi annual conference commences to day at the stake house in    fished in the forenoon we caught 10 chub planted ^wet^ matter    "
"160",31," mooved by er  and  sec"
"161",31," by er  that a committy of three   be appointed to make a selection of hymns  mooved by er  and seconded"
"162",31," by er willford   woodruff that elder  er p p   pratt and er  form the committy for   the selection of the hymns      mooved by er    that the name of the periodical be   the latter day saints milleniam star      mooved by er brigham young secd by elr orson   pratt that the size of the paper its plan &amp;   price be left at the disposal of the editor  mooved by er brigham young secd by elr h"
"163",31,"   kimble that the saints recieve a recom  mend to the church in america to moove   in small or large bodies inasmuch   as they desire to emigrate to that new coun  try"
"164",31," pratt that we recommend no one   to go to america that has money with  out assisting the poor according to our   council from time to time    "
"165",11593,"march 26, 1888 ~ monday      [figure] march 26, 1888   i went to the office early in the morning i signed   23 recommends i received 14 letters i wrote 3 letters"
"166",11593," we   spent the day in council all was reconciled at night      march 27, 1888 ~ tuesday      27 i signed 14 recommends i received 11 letters  [figure] i spent the day in council i went to the    in the evening and saw uncle toms cabbin did not like it      march 28, 1888 ~ wednesday      28 i signed 15 recommends i received 15 letters  [figure] i wrote 2 letters, was in council all day  the subject of returning compensation to    &amp;  for what they had paid at the settlement of   the law suit against the church by  heirs was   discussed      march 29, 1888 ~ thursday      29 i signed 22 recommends received 16 letters  [figure] wrote [blank] letters   we decided to day by vote to restore to    &amp;  the $6,666,66/100 which they   paid in the settlement of the suit against the   church i went to the  &amp; spent the night 3 m      march 30, 1888 ~ friday      30 i signed 15 recommends, i received 18 letters i wrote  [figure] 9 public letters i spent the day iwriting &amp; reading      march 20, 1888 ~ saturday      31"
"167",11593," i spent the day in the house reading"
"168",11593," the carpen-  ters were building the bed room      april 1, 1888 ~ sunday      april 1"
"169",11593," sunday i received 7 letters 2 from    "
"170",11593," our cow   got choacked again with a peace of beet      april 2, 1888 ~ monday      2 i signed 47 recommends i received 43 letters  [figure] i wrote 6 public letters i spent the day in council  i spent the night at the     "
"171",11760,"nation, and the devil stirs them   up to defy my power and to make  war upon my saints"
"172",11760," therefore,  let mine apostles and mine elders  who are faithful obey my com-  mandments which are already   written for their profit and  guidance"
