"","internal_id","pieces"
"68",12177," ^the plate on the casket bore these words"
"69",12177," (for full "
"70",12173," after i performed the sealing ordin-"
"71",12173," now if you honor god, yourselves and "
"72",12173," while"
"73",12173," they are all around us and have the power to tempt us, and"
"74",12173," but there is no man or woman who has "
"75",12173," here is"
"76",12173," we have them to contend with in this"
"77",12173," as to the number of them i do not know, "
"78",12173," they are continually working for our "
"79",12173," when those who "
"80",12173," while they will have no"
"81",12173,"""  this evening we had a marriage reception at the house"
"82",12167," i decided that was wrong"
"83",12167," no man "
"84",12167," we also had "
"85",12167," i had a visit from many brethren the first presidency"
"86",12165," he left us at "
"87",12165," break the news to his family"
"88",12165,"s line and mr clay of the u"
"89",12165," also offered a train"
"90",12165," some twenty"
"91",12165," woodruff's family"
"92",12165," where they awaited the arrival of the southern pacific train "
"93",12165," train, and many of the "
"94",12165," thousands of "
"95",12163," i feel well this morning"
"96",12163," attended the"
"97",12163," sang"
"98",12163," choir sang ""o, my father"""
"99",12163," sang and benediction"
"100",12163," went to the office and had lunch"
"101",12163," sang"
"102",12163," prayer"
"103",12163," sang"
"104",12163," sang ""god of israel"""
"105",12163," i attended a family birthday gathering at "
"106",12163,"th i went to the office, had a good night and feel well"
"107",12163," met "
"108",12163," i signed a number of drafts for liverpool"
"109",12163," george temple, st"
"110",12163," mountford"
"111",12163," i am feeling well today"
"112",12163," i staid "
"113",12163," i staid at home to day and rested, am feeling well"
"114",12160," my water seems to "
"115",12160," the wedding reception notes"
"116",12160," i am feeling fairly well to day"
"117",12160," i attended my "
"118",12160," i went to the office today, had a good night"
"119",12160," i met with the ogden "
"120",12160," i also met with bro"
"121",12160," we arranged for a car and several of the brethren accompanied the waterhouse bros"
"122",12153," it was represented that brother thatcher had made"
"123",12153," i was "
"124",12153," i spent the day at home not vary well"
"125",12153," i went to the office"
"126",12153," i brought "
"127",12148," it was a very interesting meeting"
"128",12148," there was quite a congregation"
"129",12148," it was a very interesting meeting"
"130",12148," i spoke first "
"131",12148," at the close of the meeting we took seats "
"132",12148," we had an excellent time"
"133",12148," we were visited by some friends in"
"134",12148," it is the opinion of experts this may terminate his "
"135",12148," he is not sensible at this time"
"136",12148," the attack was very "
"137",12148," his advanced age "
"138",12146," i went to the office"
"139",12146," went to the office and was"
"140",12146," attended a meeting of the directors of z"
"141",12146," and t"
"142",12146,"m and "
"143",12146," a quartette furnished the singing"
"144",12146," services were "
"145",12146," i did not go to the cemetery but returned"
"146",12146," rained this afternoon and evening"
"147",12146," i went "
"148",12146," did not sleep very well last night, have"
"149",12146," when i went"
"150",12146," at home all day taking my rest"
"151",12146," cause temporary insanity"
"152",12146," busy at my desk and in"
"153",12145," sang"
"154",12145," sang"
"155",12145," sang"
"156",12145," some plan should be devised"
"157",12145," better send fewer "
"158",12145," payment of tithing, "
"159",12145," pres geo q cannon explained as to "
"160",12145," not one dollar of church funds had been expended"
"161",12145," i met with the twelve prest of stakes, bps andc at the assembly hall"
"162",12145," sang"
"163",12145," mccune|geo w mc-"
"164",12145," cannon said this committee will travel through the state and try "
"165",12145," prest jos f smith spoke on the brigham "
"166",12145," sang"
"167",12145," taylor|moses w"
"168",12142," it is said"
"169",12142," and several other parties"
"170",12135," i passed a "
"171",12135," i could not go there any more"
"172",12135," prest"
"173",12135," mother and child "
"174",12135," we went on board the yacht augusta "
"175",12135," it was about the finest"
"176",12135," the company went to the theater "
"177",12135," c stayed with me"
"178",12135," i rode to the coast, and saw the seals covering "
"179",12135," by invitation i attended the "
"180",12135," many speeches were made"
"181",12135," i was also called upon and made a speech which "
"182",12135," it was the largest club "
"183",12135," a great variety of things were said in the "
"184",12133," i had a letter"
"185",12133," we had some conversation with the executive"
"186",12133," it was agreed to let this company have this money on proper security"
"187",12133," bro nuttall accompanied me to the r g"
"188",12133," i am feeling fairly well"
"189",12133," i attended a "
"190",12133," busy at"
"191",12132," sang"
"192",12132," the choir sang"
"193",12132," kimball|j"
"194",12132," sang"
"195",12132," sang"
"196",12132," sang"
"197",12132," benediction by"
"198",12132," i then drove home"
"199",12132," i attended the conference"
"200",12132," sang"
"201",12132," sang"
"202",12132," i signed some"
"203",12132," sang"
"204",12132," prest jos' f"
"205",12132," smith read reports of primary assni and the "
"206",12129," we saw many of the soldiers on parade"
"207",12129," he rubbed us all over with oil"
"208",12129," he said i was the smartest "
"209",12129," the women went "
"210",12129," saw where the utah troops camped"
"211",12129," had "
"212",12129," in the "
"213",12129," i received an invitation to attend the "
"214",12129," mother and child doing "
"215",12129," thank god"
"216",12127," she appeared to have conjestion of the brain"
"217",12127," i also sent for "
"218",12127," i administered "
"219",12127," bro nuttall came and staid with"
"220",12127,""" on polly turning"
"221",12127," this was"
"222",12127," through the excitement i did not rest well"
"223",12127," she had a fairly good"
"224",12127," i went to the office this morning and attended"
"225",12127," i am"
"226",12127," i received a"
"227",12127," on arrival we administered to her bro"
"228",12127," she had another attack"
"229",12125," and then drove"
"230",12125," the house was beautifully draped and a great profusion of "
"231",12125," the choir sang"
"232",12125," prayer by br b"
"233",12125," goddard"
"234",12125," sang"
"235",12125," the house was filled to its uptmost capacity"
"236",12125," choir sang, and benediction by "
"237",12125," myself and party also elder"
"238",12125," busy at my"
"239",12125," s b and t co"
"240",12125," i attended"
"241",12125," requested bro"
"242",12125," spent the day at home"
"243",12125," weather stormy and cold with rain this "
"244",12123," concluded that more"
"245",12123," i continued in meetings until"
"246",12123," at the "
"247",12123," kimball|j"
"248",12123," sang"
"249",12123," sang"
"250",12123," sang"
"251",12123," the choir and congregation"
"252",12123,""" pres geo q"
"253",12123," cannon"
"254",12123," sang"
"255",12123," the choir sang"
"256",12123," sang, ""all hail the glorious day"""
"257",12123," pres geo q cannon"
"258",12120," it was thought i would get along all right"
"259",12120," i have been very busy to"
"260",12120," i told him my wishes that i would be glad if he was going with"
"261",12120," depot "
"262",12120," i left letter with bro"
"263",12120," trumbo's home where we "
"264",12120," spent the day at the house resting"
"265",12119," went to the office this morning and attended "
"266",12119," he appears to have been penitent and "
"267",12119," went to the office"
"268",12119," attended a special meeting "
"269",12119," the box was shown to us yesterday "
"270",12119," i spent a good night"
"271",12119," went to the office"
"272",12119," i went to johnsons photograph "
"273",12119," i went to the office to day "
"274",12118," rode out in a "
"275",12118," i stayed in my "
"276",12118," the sisters "
"277",12118," i spent the time reading"
"278",12118," we are"
"279",12118," the four girls went to the "
"280",12118," five of prest"
"281",12118," we got three letters,"
"282",12117," it snowed again this morning"
"283",12117," i remained at home today"
"284",12117," i did not go to the office today"
"285",12117," i went to the office"
"286",12117," i have been suffering very much with a severe"
"287",12117," am feeling much better this morning"
"288",12117," stayed at the office this afternoon whilst they attended a meeting with the"
"289",12117," in speaking of my sore throat today dr "
"290",12117," i am better this morning"
"291",12117," attended my usual meeting with the"
"292",12117," am much better this morning, drove to the "
"293",12117," i spent the day at home, reading, and resting and caring "
"294",12117," have been in the office with the presiding bishopric in the morning"
"295",12117," was quite busy in the"
"296",12116," sang"
"297",12116," sang"
"298",12116," snow "
"299",12116," sang"
"300",12116," there were on the stand, beside"
"301",12116," the services were conducted by the bishopric of the ward"
"302",12116," sang"
"303",12116," sang"
"304",12116," addresses by pres geo q cannon and l snow, john h smith "
"305",12116," cannon"
"306",12116," busy at the office today weather very cold and stormy"
"307",12112," i have been quite at the office all day on financial "
"308",12112," attended "
"309",12112," we decided to reduce "
"310",12112," the doctor feels that he can save the sight it is ^a^ very severe accident to his left eye we administered to him"
"311",12112," bro nuttall "
"312",12112," i wrote to mm, went "
"313",12112," at the office, not quite so well, have some rheumatizm"
"314",12112," very "
"315",12112," had a meeting with the officers of the utah "
"316",12111,"office of"
"317",12111," box b     salt lake city, utah"
"318",12110,"crossing the sound; we had to put on "
"319",12110," it commenced raining on "
"320",12110," we paid him "
"321",12110," i am quite unwell, getting "
"322",12110," i bought a pair "
"323",12110," after "
"324",12110," in the afternoon we took"
"325",12109," afterwards at the office, and drove"
"326",12109," had a fairly good night"
"327",12109," he did so"
"328",12109," she came and presented mrs woodruff with a "
"329",12109," while she was here we "
"330",12109," bro nuttall staid "
"331",12109," i rode out this afternoon, and sat on the porch this "
"332",12109," rested and slept some during the day"
"333",12109," feeling better towards "
"334",12109," i went to the office this morning had"
"335",12109," i also attended a special meeting of "
"336",12109," heard report of the committee to inquire into the "
"337",12109," matter was referred "
"338",12109," returned home"
"339",12109," drove to the office this morning and there "
"340",12109,"m this afternoon"
"341",12109," she wants to visit "
"342",12108," logan|l"
"343",12104," at home this morning, and attended the funeral services of the late bishop"
"344",12104," the qchoir sang ""o my father"""
"345",12104," prayer by"
"346",12104," the choir sang ""rest, rest, for the weary soul"""
"347",12104," benediction"
"348",12104," i went to the office this morning, received "
"349",12104," drove to the office, am feeling well in my health and spirits"
"350",12104," i attended a meeting of the general "
"351",12104," i did not have a very good night but feeling fairly well this morning"
"352",12104," very busy this afternoon"
"353",12104,"m having a slight cold"
"354",12103," did not go to the office today"
"355",12103," staid at home all day and rested"
"356",12103," at the office"
"357",12103," attended the current business"
"358",12103," we left on"
"359",12103," got porch and some other outside work finished this evening"
"360",12103," i staid at home"
"361",12103," recd letter from m"
"362",12103," mountford "
"363",12103," at the office this morning"
"364",12103," recd a letter from"
"365",12103," have been"
"366",12103," bro l john nuttall attends to me"
"367",12101,"wilford"
"368",12099," myself and counselors also apostles "
"369",12099," lund"
"370",12099," merrill "
"371",12099," john henry spoke followed by f m lyman and "
"372",12099," young"
"373",12099," drove to the office for a short time and then home"
"374",12099," attended the"
"375",12099," went to the"
"376",12099," mcmurren|joseph w"
"377",12099," conference"
"378",12099," hart|james h"
"379",12099," went to the office for lunch"
"380",12099," drove home"
"381",12098," sunday i spent the day at home reading in the "
"382",12098," the republicans had"
"383",12097," we arrived "
"384",12097," went to the tacoma hotel, all together "
"385",12097," we spent the night at this "
"386",12097," it was quite cold"
"387",12096," spent the day at home"
"388",12096," was elected a director and president"
"389",12096," afterwards met with prests"
"390",12096," rested during the after-"
"391",12096," her sentiments were nicely"
"392",12096," she purposes calling again tomorrow ^bro nuttall came and staid all night^"
"393",12096," i received "
"394",12096," i also signed my official bond as director and prest"
"395",12096," we attended a meeting of the directors of z"
"396",12096," and t co"
"397",12096," she "
"398",12095," i took supper with my "
"399",12095," he is a vary wealthy man and deeply interested "
"400",12095," we still have trouble with debts and the "
"401",12094," at the office, did not rest well last night"
"402",12094," i attended my usual"
"403",12094," drove to the office, busy all day "
"404",12094," snowed nearly all day"
"405",12094," quite busy"
"406",12094," office this "
"407",12094," he is "
"408",12094," phumonia"
"409",12094," i drove to "
"410",12094," snowed this afternoon and evening"
"411",12094," went"
"412",12094," snowed most all of the"
"413",12093," i went home at"
"414",12093," attended the directors meeting"
"415",12093," john"
"416",12093," i recd a letter from m"
"417",12093," mountford and wrote to her"
"418",12093," had a very "
"419",12093," went to the office, feeling well, and was kept quite busy all"
"420",12093," i am feeling well and able for my daily labors went to"
"421",12093," attended a meeting of the directors of the deseret"
"422",12093," transacted the current business"
"423",12093," i also "
"424",12093," afterwards at the "
"425",12092," mcallister"
"426",12092," young"
"427",12092," partridge"
"428",12092," sowans"
"429",12090," i put off this "
"430",12090," i ate a few oysters with cracker and butter for my"
"431",12090," after going to bed i slept comfortably till midnight"
"432",12090," there were of the party "
"433",12090," we enjoyed our outing, until some of the children climbed the "
"434",12090," we had a jumping contest"
"435",12090," we had two meals"
"436",12090," i went to be early and slept soundly till "
"437",12090," after breakfast sent for the"
"438",12090," attended my "
"439",12090," i laid down and rested then walked out"
"440",12090," had "
"441",12089," our business is crouding vary hard "
"442",12089,"} i read in the evening"
"443",12089," republican carry the country"
"444",12087," i said i wanted my family to hear it read "
"445",12087," bro nuttall then bore testimony to what i had said of the"
"446",12087," an interesting conversation "
"447",12087," oranges and apples were "
"448",12087," i went to the office feeling well"
"449",12087," i did not sleep very well last night"
"450",12087," drove to the office"
"451",12086," he also had some papers which needed my"
"452",12086," this i attended to, after which bro"
"453",12086," found all well"
"454",12086," spoke to the saints"
"455",12086," went"
"456",12086," went to the office"
"457",12086," i also"
"458",12086," at the office"
"459",12086," i attended a "
"460",12086," went home"
"461",12085," sunday i spent the day at home reading"
"462",12085," the democrats are having a"
"463",12085," the salt lake herrald "
"464",12084," for the north, "
"465",12084," i am accompanied "
"466",12084," we had traveled through "
"467",12084," we stopped a while"
"468",12084," we agreed to take steamer "
"469",12084," mr millis "
"470",12084," am much better today "
"471",12084," we had a "
"472",12084," we passed"
"473",12084," we traveled"
"474",12083," nuttall came and staid with me tonight"
"475",12083," i could not sleep well before "
"476",12083," i slept very well after midnight"
"477",12083," till next november^"
"478",12083," he went to provo this afternoon"
"479",12083," he also "
"480",12083," all of which i accepted "
"481",12083," bro nuttall staid with me to night"
"482",12083," i requested bro"
"483",12082," went to the office, and attended the routine business,"
"484",12082," i am preparing to do some temple"
"485",12082," to see the school children gathered there"
"486",12082," i shook hands with some"
"487",12082," i attended a meeting of the directors "
"488",12082," at home today"
"489",12081," i met with"
"490",12081," esstate"
"491",12081," i spent the day at home reading"
"492",12079," i retired early and slept very well"
"493",12079," i took a walk and returned for breakfast"
"494",12079," i felt"
"495",12079," siebert gave me a bottle of fomented milk which i drank with a relish"
"496",12079," i arose dressed "
"497",12079," i rested and slept some"
"498",12079," i went to bed early and slept very well"
"499",12079," shaved myself and enjoyed my breakfast"
"500",12079," squires and had my hair cut"
"501",12079," called "
"502",12079," restless some of the time"
"503",12079," i was much pleased to see him out again,"
"504",12079," in the afternoon bros b"
"505",12077," the business part of this place is built on piles out from "
"506",12077," the residence part is on the land"
"507",12077," a railroad is being built on the south side of the river"
"508",12077," the scenery is grand"
"509",12077," after getting settled at ""hotel belvedere"", we wrote home,"
"510",12077," we took a walk and finding it was somewhat "
"511",12077," after breakfast bro"
"512",12077," after lunch we rode out on the cars to portland"
"513",12077," having slept well most of the night"
"514",12077," harvesting going on in grand rondo"
"515",12077," took supper at glenns "
"516",12077," the country very dry and dusty"
"517",12077," western "
"518",12076," received"
"519",12076,", united states|washington d"
"520",12076," and t"
"521",12076," and transacted"
"522",12076," i had a poor night ^the latter part^ with pain in my bowels, but am"
"523",12076," till "
"524",12076," drove to the office feeling fairly well this morning"
"525",12076," busy"
"526",12076," i staid at home all day, reading and resting"
"527",12076," at home, busy some of the day writing as much as i could"
"528",12076," i requested my sons "
"529",12076," on one night i had a vision"
"530",12075," i spent the day at carters the brethren went to fishing"
"531",12075," the apostles dedicated a "
"532",12075," left the office at one o'clock"
"533",12073," the democrats are trying to break up the "
"534",12073," the news published my card as well as the tribun"
"535",12072," stayed at home all day and rested"
"536",12072," i joined "
"537",12072," could not get near enough"
"538",12072," the arrangement was very"
"539",12072," slept nearly all the time, feel better"
"540",12072," took a drive this afternoon"
"541",12072," sat up most of the day some of the"
"542",12072," drove out in the evening"
"543",12072,"m and felt better for it"
"544",12072," i do not eat enough food to keep up my "
"545",12072," these notes were afterwards sent to me by"
"546",12072," the said notes to be also signed by geo"
"547",12072," i also signed the mortgage"
"548",12072," bros cannon and smith also to "
"549",12071," wrote to m"
"550",12071," emma staid with sister"
"551",12071," went to the office, feeling some better"
"552",12071," did not have a good "
"553",12071," i attended a meeting of the union light and power co"
"554",12071," for the purpose of"
"555",12071," he is now at "
"556",12071," i wrote to m"
"557",12071," mountford"
"558",12071,"m and went home"
"559",12071," at the office"
"560",12070," the folks got out and "
"561",12070," i was pleased to see bro young able to be out "
"562",12070," then drove to "
"563",12070," after which i laid down and rested and returned "
"564",12070," i did not sleep much before midnight"
"565",12070," washed shaved and dressed"
"566",12070," while passing through the eagle gate a very heavy "
"567",12070," while at the office bro"
"568",12070," also made explanations andc"
"569",12070," returned "
"570",12070," on going to bed i was some"
"571",12070," feeling much "
"572",12070," ate breakfast"
"573",12070," after which took lunch at the office"
"574",12070," after breakfast"
"575",12070," i drove to my "
"576",12069," sunday i spent the day at home resting and reading"
"577",12069," peter started for deseret for a load of grain"
"578",12068," had breakfast at a "
"579",12068," went to golden gate park and to the"
"580",12068," saw the seals and back to hotel by "
"581",12068," had a carrige ride in the golden gate park in its cultivated parts"
"582",12068," this is a marvelous road to the top of the mountain"
"583",12068," on an air"
"584",12068," the road bed is cut out of solid rock of "
"585",12068,"m and drove"
"586",12068," we had a good berth to ourselves"
"587",12068," ate our lunch and supper"
"588",12068," we saw a large school of whales and passed "
"589",12068," after "
"590",12067," he performed "
"591",12067," he was called and ordained into the quorum "
"592",12067," he came to this valley with his father"
"593",12065," there was a meeting in the evening"
"594",12064,"i board and entered into arange-"
"595",12063,"and mazie barkley, he had bro"
"596",12063," nuttall"
"597",12063,"  sister woodruff gave a"
"598",12063," g bywater, and that speakers"
"599",12063," wal-"
"600",12063," thomas"
"601",12063," penrose of the s"
"602",12063," stake, bro"
"603",12063," davis, prests l"
"604",12063," snow and angus m"
"605",12063," accompanied by prest"
"606",12063," isaac trumbo"
"607",12063,"  in the afternoon"
"608",12061," i rested well last night and"
"609",12061," monument where most of the ceremonies of the"
"610",12061," after the firing of cannon andc the ceremonies commenced"
"611",12061," during the proceedings i unveiled the monument amid acclamations"
"612",12061," i did not attend"
"613",12061," i am very feeble and drove down home, where i rested"
"614",12061," madam "
"615",12061," after which i went to the office where mr johnson "
"616",12060," i met many "
"617",12060," drove to the office, feeling well"
"618",12060," i attended my usual"
"619",12060," i did not go to the office today, felt like staying at home"
"620",12060," drove to the office and attended to the business before us"
"621",12060," then"
"622",12060," i am not feeling very well this morning, my bowels are"
"623",12060," i attended my usual meeting "
"624",12060," i drove to the office and wrote to m"
"625",12060," mountford"
"626",12060," i am not"
"627",12060," drove to the office"
"628",12060," recd a letter from m"
"629",12060," mountford"
"630",12060," i attended a meeting"
"631",12059," i did not deem it wisdom to have "
"632",12059," last year i met many "
"633",12059," also over"
"634",12058," i met in the eveafternoon the twelve "
"635",12057," i spent the day at home choreing"
"636",12057," cloudy, i spent the day in the office"
"637",12056," after which i laid down and rested"
"638",12056," he had married "
"639",12056," they wanted to go through the temple "
"640",12056," i told him to see me at the office tomorrow"
"641",12056," bro cutler and wife"
"642",12056," i am feeling "
"643",12056," on going to bed i slept before midnight"
"644",12056," i had the brethren administer"
"645",12056," i signed a petition asking "
"646",12056," i had some conversation with "
"647",12056," there being nothing pressing in the office "
"648",12056," then went home"
"649",12056," after supper i laid down"
"650",12056," i was much pleased to see her and talk "
"651",12056," after prayers i went to bed and slept well until "
"652",12055," this is a good sized city"
"653",12055," many well cultivated"
"654",12055," on leaving ashland we ascend the mountain side to"
"655",12055," some of the "
"656",12055," the road winding around "
"657",12055," we pass within"
"658",12055," we had good view of these mountains"
"659",12055," we have been traveling through the timber, passing"
"660",12055," we drank of the water, strong of soda"
"661",12055," there are other such springs "
"662",12055," this section of country is used as summer resorts for"
"663",12055," we went to"
"664",12055," we were up and dressed when we"
"665",12055," weather cool, had to put on "
"666",12055," arrived at"
"667",12055," took street car and went to the ""st nicholas"
"668",12053," i was quite poorley this morning was nursed through the day"
"669",12053," i spent the day at home resting was some better"
"670",12052," sat up a little to day"
"671",12052," felt that i should go to the office, but"
"672",12052," rode out an hour"
"673",12052," had a good night"
"674",12052," i dressed this morning and drove up "
"675",12052," i received a copy of the pioneer programme and "
"676",12052," i am one"
"677",12052," not one of my sons or any of my"
"678",12052," i felt like"
"679",12052," nuttall staid with me tonight"
"680",12052," as soon as i could speak, i said ""judge kinney you"
"681",12052,""" he thanked me and said he"
"682",12052," we had a"
"683",12051," at the office this morning"
"684",12051," i attended my usual meeting at"
"685",12051,"m also a special meeting of the directors of z s"
"686",12051," b and t"
"687",12051," on the matter of the utah loan and trust co"
"688",12051," it was decided to try and "
"689",12051," i spent the evening at my"
"690",12051," i feel somewhat tired this morning, but went to the office "
"691",12051," i wrote to "
"692",12051," i spent the day at home reading and with my family"
"693",12051," feeling much better in my health "
"694",12051," was quite busy"
"695",12050," the church authorities were presented and accepted"
"696",12050," conference adjourned"
"697",12050," i rested"
"698",12050," after breakfast we drove"
"699",12050," two of my "
"700",12050," i attended my meeting at the"
"701",12050," went to the office am well in my health and able to attend"
"702",12050," i attended a social party gotten up by the"
"703",12049," afternoon"
"704",12049," i spent the day in the office i met with the"
"705",12047," irish|charles "
"706",12047," scholes"
"707",12047," last day of may it is quite cold i received a letter "
"708",12046," sat up and talked a while of our trip across the"
"709",12046," dressed and ate "
"710",12046," took a short walk, and drove to the office"
"711",12046," on my way"
"712",12046," he nor family not at home"
"713",12046," i invited "
"714",12046," play ""fron fron"" got home about "
"715",12046," had breakfast at "
"716",12046," attended the business "
"717",12046," did not sleep much before midnight, as i"
"718",12046," after breakfast walked out and went to the office &amp; stayed "
"719",12046," walked out and looked at the tinners putting on "
"720",12046," ate a hearty supper, and had a good sleep on the sopha"
"721",12046," when i dressed "
"722",12046," dr snow called and changed my medicine"
"723",12044," i talked with bro"
"724",12044," arose early traveling down"
"725",12044," saw the cascade locks and falls &amp; fishing boats on the river"
"726",12044," during the"
"727",12044," i got some clam chowder, also"
"728",12044," i then laid my hands on bro nuttalls head and blessed him for any imergency "
"729",12044," we talked and felt well together — from the portland heights we"
"730",12044," can see ""mt rainier"" mountain "
"731",12044," also mt adams"
"732",12044," we passed our time "
"733",12043," met with mires and other"
"734",12043," spent the day in office attended several meetings i received"
"735",12043,"i to again reincorporate "
"736",12042," i went to the office"
"737",12042," i am feeling "
"738",12042," at the office"
"739",12042," i went to the office feeling fairly well, attended to my "
"740",12042," i remaind at home today"
"741",12042," spent the day at home"
"742",12042," in the evening i took"
"743",12042," i did not "
"744",12042," feeling well"
"745",12042," i thought it for the "
"746",12041," nuttall sat up with me all night"
"747",12041," i ate some"
"748",12041," this afternoon"
"749",12041," i recd a letter from m"
"750",12041," bro nuttall staid with me tonight and i dictated an answer"
"751",12041," nuttall also with us"
"752",12041," bro salmon to"
"753",12040," utah bill passed the senate for statehood"
"754",12039," i went to the fair grounds in the morning looked at the"
"755",12038," i slept well before midnight"
"756",12038," after breakfast "
"757",12038," he took some strawberry plants"
"758",12038," i went to the office "
"759",12038," i gave him permission to do so"
"760",12038," ate supper "
"761",12038," did not sleep much before midnight"
"762",12038," and had some naps"
"763",12038," had some frost last night "
"764",12038," i went to bed early and slept well before midnight"
"765",12038," i soon laid "
"766",12038," ate supper with the family"
"767",12038," sat up and "
"768",12037," speeches were"
"769",12037," i spent the day at the office attending to business"
"770",12036," pratt|w"
"771",12036," we drove to the reservoir "
"772",12036," when the team started it broke the tongue into peaces"
"773",12036," no further damage was"
"774",12036," bro smith and others "
"775",12036," prest smith and wife &amp; bros nicholson &amp; nuttall also put"
"776",12036," i was very tired"
"777",12036," we attended the stake"
"778",12036," a young girl gave a sketch of my life"
"779",12036," the congregation arose"
"780",12036," i then spoke on my early"
"781",12036," prest"
"782",12036," i then spoke "
"783",12036," we took dinner at"
"784",12036," i afterwards laid down as i was tired"
"785",12036," maeser were the speakers"
"786",12036," benediction by "
"787",12035," did not go to the office"
"788",12035," went to the office this morning"
"789",12035," i called in "
"790",12035," found i had my annual "
"791",12035," twe to start from this city next thursday"
"792",12035," bro nuttall came down and staid with me all night"
"793",12035," i told him what i"
"794",12035," they did "
"795",12035," i went to the office today and was busy there until"
"796",12035," had my satchel packed, drove to the office"
"797",12035," i attended my temeeting at the"
"798",12035," comfortably located in the sleeping car ^""northwest""^"
"799",12035," i soon went"
"800",12035," we changed berths and i "
"801",12035," changed sleeping cars at glenn's "
"802",12035," the waiter put up "
"803",12035," we toraveled along the"
"804",12035," saw "
"805",12035," from glenns ferry this land is"
"806",12035," arrived at"
"807",12034," we had several meetings to day met with the coal company and others"
"808",12034," in fact it asstonishis all "
"809",12033," cannon son nephi the funeral"
"810",12033," wm paxman"
"811",12033," woodruff was"
"812",12033," attended an inter-"
"813",12033," talmage"
"814",12033," nuttall, andrew smith"
"815",12032,"w train this evening to make"
"816",12032," attended a meeting of the directors of "
"817",12032," busy at the office all day "
"818",12032," spent the day at home until after dinner"
"819",12032," i attended "
"820",12032," and spoke to the assembled "
"821",12032," referred to the labors of col"
"822",12032," i had good freedom in speaking"
"823",12032," we arranged to go in the r"
"824",12032," on the train bro nuttall read to me the printed remarks i made "
"825",12032," we also talked onof many "
"826",12032," we were met at the depot by "
"827",12032," he took us to my wife"
"828",12031," attended a special meeting of the board of directors of z"
"829",12031," b and t co"
"830",12031," this afternoon at the"
"831",12031," there was a family gathering at the residence"
"832",12031," i did not attend"
"833",12031," i spent a fairly good night"
"834",12031," i assisted in the laying of the corner "
"835",12031," i drove to the office"
"836",12031," i am feeling rather"
"837",12031," elder nuttall came and staid with me till night"
"838",12031," recd my allowance"
"839",12031," elder nuttall came "
"840",12031," at home all day"
"841",12031," i feel some better this morning at home all day bros"
"842",12031," i requested the brethren to"
"843",12030," in the afternoon the"
"844",12030," q, cannon spoke one hour followed by"
"845",12030," the rail roads through the united states being "
"846",12030," i spent the day at home"
"847",12030," we met in"
"848",12029," she was good in "
"849",12029," she bought a piano and pays"
"850",12028," i attended the meeting of the board of directors of z"
"851",12028," b and y"
"852",12028," at the supper "
"853",12028," george temple, st"
"854",12028," elder l j"
"855",12028," nuttall was also present with us on that day in my work"
"856",12028," i did"
"857",12028," i did so and slept most of the time before noon "
"858",12028," took lunch with the family, and walked out again"
"859",12028," dressed and prepared to go to a social "
"860",12028," a bro hansen and "
"861",12028," i told them i "
"862",12028," i soon went to sleep"
"863",12028," ate some corn meal mush and cream for breakfast"
"864",12028," dressed "
"865",12028," walked out some and in my "
