"","internal_id","pieces"
"202",3066," woodruff and e t benson followed them"
"203",11946," we commenced to organize the utah company"
"204",143,"my heavenly father in the name of jesus christ "
"205",143," i prayed that "
"206",143," and that a double portion "
"207",143," i dedicated myself "
"208",388,"truly edefyed to again meet with this brother"
"209",388," i also found another family of saints residing in the same"
"210",388," we met at early candle light in varrick street to hold a meeting and the congregation"
"211",388," i was called upon to preach to the people"
"212",388," i had a plesent walk with elders o"
"213",388," pratt"
"214",388," they reside in watts street"
"215",388," we purchased a card of gillotts steel pens"
"216",388," we then"
"217",388," it put me in mind of the merchandize"
"218",388," the market was one universal mass of human"
"219",388," the scenery was interesting to pass through the streets which was"
"220",388," at noon we dined with brother"
"221",388," brother rogers was an interesting"
"222",6260," i spent the day at home choreing i went to the field at night"
"223",6465," wilford woodruff took "
"224",6465," a foot race was run"
"225",6465," at the close i "
"226",6465," i spent the day with my boys hoeing corn and potatoes"
"227",11495," i spent "
"228",4523," was quite unwell"
"229",4523," they presented the law of "
"230",4523," they laid hands upon "
"231",4523," i attended meeting in the evening with the council "
"232",4523," woodruff gave an "
"233",4523," vary plain preaching was "
"234",4523," i attended meeting in the evening with brother "
"235",4523," it looks dismal "
"236",4523," i killed an ox and put up my winters beef today"
"237",4523," richards and wife &amp; sister pratt "
"238",4523," farnham|a"
"239",2256," sunday i met with my quorum in the morning and"
"240",2256," this school was organized on "
"241",2256," shettler|paul a"
"242",2971," the procedings of the"
"243",2971," corner stone with the patriarch"
"244",2971," corner stone"
"245",2971," the twelve apostles first presidey"
"246",2971," there was the largest assembly "
"247",2971," brethren and sisters"
"248",2971," and i pray also that we may live to see the great "
"249",2971," the possession then returned to the tabernl"
"250",2971," who presented"
"251",228," stoddard|s"
"252",228," we have been spared to commence "
"253",228," whare the "
"254",228," it now seems to "
"255",228," as we have now a "
"256",228,"|jose-"
"257",228," i also preached "
"258",5527," and confirmed members "
"259",5527," saints under the hands of the presidency of "
"260",5527," there is but one island that "
"261",5527," they manufactur a vary "
"262",5527," nearly all kinds of fruits are ripe all the year round "
"263",5527," there was an aromatic fragrance in the land"
"264",4354," brother hyde said "
"265",4354," it is also rumured that"
"266",4354," president young son came in we read "
"267",4354," pratt said that "
"268",4354," bensons"
"269",2477,"and sent him off the next one came but"
"270",5451," brother hamblin told them "
"271",5451," the medicine "
"272",5451," they then went on there jour-"
"273",5451," after"
"274",5451," brother hamblin took them to the stores and to the theater"
"275",11962,"ice bergs, from very large ones down to "
"276",11962," the sea was covered in "
"277",11962," most of us stayed "
"278",11962," there "
"279",11962," it is supposed that this "
"280",11962," it is from these"
"281",11962," we started back"
"282",11962," here also we saw most "
"283",11962," we stopped "
"284",11962," quite a "
"285",2010," the spike "
"286",2010," jones|n"
"287",2010," to day we behold the teeming thousands "
"288",2010," thou has enabled thy saints who have"
"289",2010," we should be recreant to our duty did we not acknowledge"
"290",10894," there "
"291",10894," i met with "
"292",10894," i attended "
"293",10894," teasdale spoke "
"294",1494," woodruff (large read and white) mountain beauty, winter red "
"295",1494," youngs, sweet cling and tart cling tart free "
"296",1494," adams|b"
"297",1494," woodruff obtained premiums on the following articles"
"298",6164," i spent the day at home choreing i took a severe cold"
"299",6164," i spent the time in council and on committies"
"300",10800," afternoon house crouded many had to"
"301",10800," we met in the prayer circle a certain revelation"
"302",10800," afternoon prayer by "
"303",6551," i rode out in the afternoon"
"304",6551," i met with the sabbath school in the afternoon"
"305",6551," johnson|w"
"306",11209," afternoon the "
"307",469," i spent the day gardning and choping wood"
"308",469," one was walking "
"309",1011," their was also another "
"310",1011," he took grounds to "
"311",11719," after this meeting we held a council below"
"312",11719," after considerable conversation "
"313",11719," before leaving i consecrated "
"314",683," he thought br joseph was present and appeared "
"315",683," we took the steemer st croix and "
"316",683," i accompanied the quorum of the"
"317",683," i spent the night"
"318",683," i have "
"319",683," i go and come from "
"320",329," i rejoice in "
"321",329," she spoke about the health of my fath-"
"322",329," it is truly cheering "
"323",610,"to son"
"324",610," we next visited the splended monument erected "
"325",610," it stands erect upon a hill "
"326",610," their are some hundreds of acres of "
"327",610," the deer are "
"328",610," there "
"329",610," i visited the burying ground which was "
"330",610," but as jesus said concer"
"331",610," elder "
"332",240,"takes its flight for the realities of the eternal "
"333",240," *also the doctrin of baptizi-"
"334",240," the moment that children leave this world "
"335",240," the "
"336",240," notwithstanding "
"337",240," let this then proove as a warning to all "
"338",240," i will now however "
"339",240," the sea also has its bounds which "
"340",2121," i spent the day choreing"
"341",2121," i spent the day in my vineyard hoeing and tying up vines"
"342",2121," i spent the week on the farm watering and hoeing"
"343",2121," i came to the city in the morning attended school in the afternoon"
"344",2121," i spent the day making a coal house"
"345",2121," i spent the time on the farm"
"346",2121," attended school in the afternoon"
"347",2919,"fools because they have been taught to be fools now "
"348",2919," he said he was the "
"349",2919," never take a course a"
"350",11771," dickerson|don c"
"351",11771," i received a "
"352",887," it was the most interes-"
"353",887," the twelve had "
"354",2992,"badly in my hard buffalo chase on saturday and i now "
"355",2992," another company was formed to go and explore out "
"356",2992," we went "
"357",2992," we set down upon the edge"
"358",2992," they informed us that the party that "
"359",2992," i had a vary "
"360",2992," he info-"
"361",2992," three brethren accompanied the "
"362",6117," i found"
"363",6117," i spent the day at home choreing making arangements for building a house"
"364",6117," i spent most of the day cutting brush i attended a meeting of the"
"365",6117," mother and child"
"366",6117," i wrote a letter"
"367",6117," we have quite a snow storm this morning i was unwell"
"368",6117," sunday i met with my quorum in the morning and preached in"
"369",120," i had the following dream"
"370",120," i walked in to see her and "
"371",120," i asked her how "
"372",120," i told her i "
"373",6340," we dedicate all the windows "
"374",6340," we dedicate all the outer stepts or stairways"
"375",6340," george temple, st"
"376",6340," we dedicate unto"
"377",6340," we dedicate "
"378",6340," we dedicate unto"
"379",6340," we dedicate"
"380",6340," we dedicate the twelve oxen that bear up the font that"
"381",6340," we dedicate the font itself with the steps leading"
"382",6340," we dedicate the"
"383",6340," we dedicate the railing that surrounds the font "
"384",6340," we dedicate unto the lord our god the rooms which"
"385",6340," we dedicate and"
"386",965,"at the close of the meeting i was informed"
"387",965," i immediately in company with mrs"
"388",965," in the"
"389",2718," our "
"390",2718," he was known as a latter day saint on the steem "
"391",5282," the homestead bill was killed in the senate"
"392",5282," i was unwell and did "
"393",5282," president young said that he thought the great "
"394",5282," we had a fine "
"395",5282," it is quite a growing time"
"396",4315," and i ask the lord in the name of jesus "
"397",4315," i pray that the lord will preserve me for a "
"398",4315," it appears as though "
"399",4315," in years that are past and gone we have had towns "
"400",4315," now the whole nation has risen up against us, vary "
"401",4315," yet god will laugh at their calamity "
"402",4315," rejoice o ye heavens and be glad "
"403",4315," let the prayers of thy people "
"404",4315," send they judgments o god into the armies "
"405",11056," i called at "
"406",383," and spent several hours visiting it which was an interes"
"407",383," o how many inventions man hath sought out"
"408",383," i arose in the morning refreshed by sleep and took breakfast"
"409",858,"were discernible the red being on the concave"
"410",858," on each "
"411",858," it exhibited the same colours as the "
"412",858," the upper arch f i h "
"413",858," annother "
"414",1013," and they now wanted to "
